Nº,Nombre legal,Nombre comercial,Nombre abreviado,Código fiscal,Tipo,Idioma,Estado,Razón de cambio,Fecha de fundación,Registro (número),Registro (ciudad),Objeto social,Observaciones,Categoría,Grupo Empresarial,Empresa padre,Productos,Servicios,Marcas,Certificaciones,Blog,Linkedin,Facebook,Twitter,Skype,Web,Número de impuestos,Saludo,País,Región,Provincia,Código postal,Localidad,Localidad (extensión),Dirección,Ap. Postal (número),Ap. Postal (código postal),Ap. Postal (ciudad),E-Mail 1,E-Mail 2,Teléfono 1,Teléfono 2,Móvil 1,Móvil 2,Fax 1,Fax 2,Código industrial,Código industrial,Rangos de empleados,Empleados 2018,Empleados 2017,Empleados 2016,Empleados 2015,Empleados 2014,Rango de facturación,Facturación 2018,Facturación 2017,Facturación 2016,Facturación 2015,Facturación 2014,Subsidiarias,Socio,Socio (Nr.),Membresía (Tipo),Membresía (Cargo),Cuota (Precio),Moneda de pago,Observaciones,Fecha de inicio,Fecha de fin,Razón de finalización,Factura (número),Factura (fecha),Factura (producto),Factura (valor),Pago (fecha),Pago (estado),Ejecutivo de Cuenta:,Origen del capital,Tamaño de empresa,+,-,+,-,+,-,+,-,+,-,Notas:,Observaciones,Administrador,Contacto principal,Contacto clave,Dirección General,Operaciones,Investigación,Administración,Marketing,RRHH,Finanzas,Ventas,Jurídica,Logística,Producción,Comunicación,Soporte al Cliente,IT
126,"Comte & Font Servicios, S.A",COMTE & FONT LEGALSA,COMTE & FONT LEGALSA,1393,Empresa,ES,1,,06/03/2000,,,,,Servicios,,,,legal services,Attorney and Legal Consultants/Law Firm,,,,,,,https://legalsa.com/,8467425-3,,GT,,,,Guatemala,Guatemala,"5a Avenida 5-55 zona 14 Edificio Europlaza Torre II Oficina 501, Ciudad, Guatemala",,,,info@legalsa.com,,23802600,23802626,,,,,,,de 26 a 100,44,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,,,GTQ,,26/03/2015,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"Conduent Business Services de Guatemala, S.A","CONDUENT BUSINESS SERVICES DE GUATEMALA, S.A.",CONDUENT,6,Empresa,ES,1,,01/03/1998,,,,,Servicios,,,,,Business Process Outsourcing & it Services,,,CONDUENT,https://www.facebook.com/conduentguatemala/,@Conduent,,https://www.conduent.com,1251950-2,,US,,,,Guatemala,Guatemala,"15 Avenida 17-30 Zona 13, Torre Mundial II 5to Nivel, Ciudad, Guatemala 01013",,,,olga.gil@conduent.com,,22292500,22292511,,,,,,,más de 1000,4000,,,,,,,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,24/11/2004,01/01/1800,,,,,,,,"Requena, Annemarie",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"Grupo Conectate, S.A",CONECTATE TODAY,CONECTATE TODAY,4695,Empresa,ES,1,,01/10/2017,,,,,Comercio,,,,"human resources consultants, training, recruitment",Software for Human Resources,,,,www.facebook.com/ConectateToday/,@conectatetoday,,www.conectate.today,9785823-4,,GT,,,,Sacatepéquez,Santiago Sacatepequez,"Valle Real L. 18, zona 0",,,,stuardo@conectate.today,,4211-2306,,,,,,,,,0,,,,,"USD$101,000 - 1,200,000",,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,"Regresaron a ser socios

Sus ventas proyectadas del año no fueron alcanzadas y su presupuesto se vio afectado. Por lo que debieron renunciar.",29/01/2018,04/06/2018,Presupuesto,,,,,,,"Requena, Annemarie",sin definir,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"Conseguros, Corredor de Seguros, S.A","CONSEGUROS, CORREDOR DE SEGUROS, S.A.","CONSEGUROS, CORREDOR DE SEGUROS, S.A.",92,Empresa,ES,1,,21/05/1969,,,,,Servicios,,,,insurance brokers,Insurance Companies/Brokers,,,,https://www.facebook.com/consegurosgt/?hc_ref=ARQ2aUo84QHFESZcgmT1qQcJD5wz5whVyn1RZdsucF9laC-pzqNHerClaV9-h8nwxOs&fref=nf,,,http://www.conseguros.com.gt/,120334-7,,GT,,,,Guatemala,Guatemala,"2a. Avenida 8-48, Zona 9, Primer Nivel, Ciudad, Guatemala",,,,info@conseguros.com,,24298888,24238888,,,,,,,de 26 a 100,86,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,02/11/1989,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"Rodríguez, Aguilar, Castellanos, Solares y Alvarado, S.C.",CONSORTIUM LEGAL,CONSORTIUM LEGAL GUATEMALA,340,Empresa,ES,1,,01/08/2008,,,,,Servicios,,,,"law firm, attorney and legal consultants.",Attorney and legal consultants/Law Firm,,,,https://www.facebook.com/ConsortiumLegal/,@Consortium_CA,,https://www.consortiumlegal.com,601588-3,,GT,,,,Guatemala,Guatemala,"Diagonal 6, 10-01 Zona 10, Centro Gerencial Las Margaritas, Torre II Niv. 11 Oficina 1101, Ciudad, G",,,,guatemala@consortiumlegal.com,,22793939,23243939,,,,,,,de 26 a 100,78,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,07/12/1998,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"Ingeniería Constructiva, S.A",CONSTRUCTIVA,CONSTRUCTIVA,1343,Empresa,ES,1,,21/08/2013,,,,,Servicios,,,,"design, construction and supervisor",Building and Construction/Materials/Tools,,,,,,,https://www.constructiva.com.sv,8144315-3,,SV,,,,Guatemala,Guatemala,"Av. Reforma 12-01 Zona 10, Edif. Reforma Montufar Torre A, Ofic. 407, Ciudad, Guatemala",,,,info@constructiva.com.sv,,23315019,,,,,,,,de 1 a 25,4,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,24/06/2014,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"Constructora Marhnos, S.A de C.V.",SIVA AUTOPISTA PALIN ESCUINTLA,SIVA AUTOPISTA PALIN ESCUINTLA,1365,Empresa,ES,1,,01/09/1997,,,,,Servicios,,,,"construction, operation and maintenance of infrastructure",Engineering and Maitaining Services,,,,MARHNOS GT,@marhnosgt,,https://www.siva.com.gt,980928-7,,MX,,,,Escuintla,Palin,"Km 52.5 Autopista Palin Escuintla, Guatemala",,,,info@siva.com.gt,,79312200,79312222,,,,,,,de 26 a 100,100,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,23/10/2014,01/01/1800,,,,,,,,"Requena, Annemarie",Representación,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Control Risks Mexico S.A. de C.V.,CONTROL RISKS,CONTROL RISKS,1508,Empresa,ES,1,,01/01/1995,,,,,Servicios,,,,,Bussines advisors and Development,,,https://www.linkedin.com/company-beta/Socio63205/?pathWildcard=Socio63205,https://www.facebook.com/Control-Risks-899659730060352/?fref=ts&rf=107955535892181,https://twitter.com/control_risks,,https://www.controlrisks.com,,,GT,,,,Mexico,Ciudad de Mexico,"Rubén Dario 281, Piso 20, Bosques de Chapultepec, Ciudad de Mexico, Mexico",,,,mexicocity@controlrisks.com,,+525550001700,,,,,,,,de 26 a 100,37,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,24/04/2017,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"Compañía Panameña de Aviación, S.A",COPA AIRLINES,COPA AIRLINES,96,Empresa,ES,1,,06/12/2013,,,,,Servicios,,COPA AIRLINES,,,Airlines/Air Cargo,,,,https://www.facebook.com/copaairlines/,@copaairlines,,https://www.copa.com,107869-0,,PA,,,,Guatemala,Guatemala,"5a. Avenida 5-55 Zona 14, Edif. Europlaza Torre III, Oficina 102, Ciudad, Guatemala",,,,,,23855500,,,,,,,,de 101 a 250,126,,,,,"Más de USD$5,000,001",0,,,,,"Compañía Panameña de Aviación, S.A; ",1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,29/10/1998,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,"País:United States |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Corpim,S.A",CORPIMSA,CORPIMSA,1472,Empresa,ES,1,,01/01/1800,,,,,Comercio,,,petroleum products,,Exel Lubricants,,,,,,,,2668041-6,,GT,,,,Guatemala,San Jose Pinula,Km 16.5 Carretera a San José Pinula Empresariales Sn. José #16,,,,regismaegli@gmail.com,,66346610,,,,,,,,de 1 a 25,9,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,28/07/2016,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Corporación de Eventos, S.A",CORPOEVENTOS,CORPOEVENTOS,1444,Empresa,ES,1,,08/08/1800,,,,,Servicios,,,,events organization services,Events Organization Services,,,,https://www.facebook.com/Corpoevento/,,,https://www.corpoeventos.net,6190750-2,,GT,,,,Guatemala,Guatemala,"14 Avenida A 14-53 zona 10 Oakland II, Guatemala",,,,mercadeo@corpoeventos.net,,23675055,23675056,,,,,,,de 1 a 25,10,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,09/02/2016,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"Distribuidora Me Llega, S.A",CORPORACIÓN ARIUM,CORPORACIÓN ARIUM,1477,Empresa,ES,1,,01/08/2015,,,,,Comercio,,,,mass consumption products.,Distributors,,,,,,,https://www.ariumcorp.com,9095885-3,,GT,,,,Guatemala,Guatemala,18 Avenida ,,,,asturias.w@ariumcorp.com,,24705454,,,,,,,,de 501 a 1000,790,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,16/08/2016,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Corporación Circulos del Norte, S.A",DEPÓSITO DE MADERAS DEL NORTE,"CORPORACIÓN CIRCULOS DEL NORTE, S.A.",1497,Empresa,ES,1,,30/05/2014,,,,,Comercio,,,,,Building and Construction/Materials/Tools,,,,,,,https://www.rcdn.com.gt,8623842-6,,GT,,,,Izabal,Morales,"Avenida Bandegua, Morales Izabal, Guatemala.",,,,info@circulosdelnorte.com,,78734300,,,,,,,,de 101 a 250,150,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,08/02/2017,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"Corporación Disatel, S.A",DISATEL,GRUPO DISATEL,1009,Empresa,ES,1,,31/07/2002,,,,,Servicios,,,gps/ gi equipament and solutions,,Software/Hardware Manufacturers/Distributors/Web Development and Advisory,,,,https://www.facebook.com/GrupoDisatel/,,,https://www.grupodisatel.com,2981388-3,,GT,,,,Guatemala,Guatemala,15 Avenida ,,,,info.gt@grupodisatel.com,,24273400,,,,,,,,de 26 a 100,70,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,27/08/2009,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,TPS Operaciones de Guatemala,CORPORACIÓN ENERGÍAS DE GUATEMALA,CEG,180,Empresa,ES,1,,11/06/1997,,,,,Industria,,,,energía eléctrica,Electrical Power Generation,,,https://www.linkedin.com/.../corporación-energías-de-guatemala,,,,https://www.ceguat.com,986615-9,,GT,,,,Guatemala,Guatemala,"3a. Avenida 12-38 Zona 10 Edificio Paseo Plaza, Niv. 11, Ciudad, Guatemala",,,,info@energias.com,,24286000,,,,,,,,de 101 a 250,134,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,,,GTQ,,03/09/1999,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"Corporación Yantarni, S.A",YANTARNI,YANTARNI,1102,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,,,Security Consultants and Sevices,,,,https://www.facebook.com/Yantarniguatemala/,,,https://www.yantarnisecurity.com,4701009-6,,GT,,,,Guatemala,Guatemala,4ta. Avenida,,,,info@yantarnisecurity.com,,23896780,,,,,,,,de 26 a 100,40,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,12/05/2017,13/01/2014,,,,,,,,"Requena, Annemarie",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"Cropa, S.A","CROPA, S.A.","CROPA, S.A.",1462,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,,servicios de logística,Logistics,,,,,,,https://www.cropa.com.gt,327955-3,,GT,,,,Guatemala,Guatemala,"3a. Calle 6-70 Zona 13 Pamplona, Ciudad de Guatemala",,,,administracion@cropa.com.gt,,22590600,24749000,,,,,,,de 101 a 250,121,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,21/06/2016,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Crowley Latin America Services, LLC.",CROWLEY,CROWLEY,106,Empresa,ES,1,,26/09/1961,,,,,Servicios,,,,combined transport and maritime international terrestrial,Customs/ Logistics/Multimodal Transport,,,Crowley Maritime,https://www.facebook.com/Crowley/,@CrowleyMaritime,,https://www.crowley.com,6398626-4,,US,,,,Guatemala,Guatemala,"Vía 5, 5-34 Zona 4, Centro Financiero Torre 3, Nivel 7 oficina 701, Ciudad, Guatemala",,,,info@crowley.com,,22105511,22105500,,,,,,,de 26 a 100,90,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,26/11/2004,01/01/1800,,,,,,,,"Requena, Annemarie",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,CSI Renting Guatemala,CSI RENTING GUATEMALA,CSI RENTING GUATEMALA,1438,Empresa,ES,1,,17/09/2007,,,,,Servicios,,,,leasing,Financial & Banking Services,,,CSI Leasing,https://www.facebook.com/CSI-Leasing-de-Centroamérica-766885176724343/,@CSILeasingCA,,https://www.csicentroamerica.com,5489872-2,,GT,,,,Guatemala,Guatemala,"12 Calle 1-25 Zona 10, Edificio Géminis 10 Torre Norte Oficina 1412, 14 Nivel, Ciudad, Guatemala",,,,carlos.rodriguez@csirenting.GT,,23380388,23380389,,,,,,,de 501 a 1000,940,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C03,7900 GTQ | 0 USD | ,GTQ,,20/01/2016,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"Regional de Comunicaciones, S.A",D4 McCANN,D4 McCANN,236,Empresa,ES,1,,07/03/2012,,,,,Servicios,,,,"advertising, marketing & publicity services",Advertising Services,,,,https://www.facebook.com/d4McCANNGuatemala/,@D4McCann,,https://www.d4mccann.com,2563370-8,,US,,,,Guatemala,Guatemala,"2a Calle 24-00 Zona 15, Vista Hermosa II, Edificio Domani, Nivel 14 Oficina 1401, Ciudad, Guatemala",,,,info@d4mccann.com,,24270300,,,,,,,,de 26 a 100,50,,,,,,,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,04/06/1992,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Daco Heavy Lift de Centro America, S.A",DACO HEAVY LIFT DE CENTRO AMERICA,"DACO HEAVY LIFT DE CENTRO AMERICA, S.A.",1446,Empresa,ES,1,,23/07/1998,,,,,Servicios,,,,"land transport, logistics, bridge reinforcement, temporary storages & foundation delivery",Customs/ Logistics/Multimodal Transport,,,,https://www.facebook.com/dacoheavylift/,,,https://www.dacoheavylift.com,12777622-K,,GT,,,,Guatemala,Guatemala,"24 Avenida 41-81 Zona 12, Interior Almacenadora Integrada, Ciudad, Guatemala.",,,,dacoheavylift@dacoheavylift.com,,23811200,,,,,,,,de 26 a 100,54,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Corporativa,C08,0 GTQ | 0 USD | ,GTQ,,23/02/2016,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Dacotrans de Centroamerica, S.A",DACOTRANS DE CENTROAMERICA,"DACOTRANS DE CENTROAMERICA, S.A.",1300,Empresa,ES,1,,29/10/1969,,,,,Servicios,,,,,Customs/ Logistics/Multimodal Transport,,,,https://www.facebook.com/dacotrans.com.sv/,,,https://www.dacotrans.com.gt,105546-1,,DE,,,,Guatemala,Guatemala,"24 Avenida 41-81 Zona 12, Interior Almacenadora Integrada, Ciudad, Guatemala",,,,dacotrans@dacotrans.com.gt,,23811200,,,,,,,,de 26 a 100,63,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,05/11/2013,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"Global Gas, S.A","DAGAS, S.A.","DAGAS, S.A.",957,Empresa,ES,1,,14/01/2004,,,,,Industria,,,venta de gas propano a granel para la industria y en cilindros para el sector doméstico,,Propane Gas,,,https://www.linkedin.com/company/7047326/,https://www.facebook.com/dagasgta/,-,,https://www.da-gas.com,2864281-3,,GT,,,,Guatemala,Guatemala,"Avenida Petapa 53-01, Zona 12, Ciudad, Guatemala",,,,ventasagranel2@da-gas.com,,23875700,,,,,,,,de 251 a 500,375,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,11/11/2008,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,"País:China |
Ciudad: ",,"País:United States |
Ciudad: ",,"País:El Salvador |
Ciudad: ",,"País:Mexico |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,
149,"Daho Pozos de Centroamérica, S.A",DAHO POZOS,DAHO POZOS,109,Empresa,ES,1,,27/02/1997,,,,,Servicios,,,,"drilling , deeping, pumping equipment and rehabilitation",Irrigation Systems and Equipment (Sale & Import),,,,,,,https://www.dahopozos.com,844370-K,,GT,,,,Guatemala,Guatemala,"Calzada La Paz 6-30, Zona 5, Ciudad, Guatemala",,,,servicioalcliente@dahopozos.com,,23825000,,,,,,,,de 501 a 1000,600,,,,,"Menos de USD$100,000.00",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,01/12/2004,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Deloitte Guatemala, S.A",DELOITTE GUATEMALA,DELOITTE GUATEMALA,224,Empresa,ES,1,,01/06/2013,,,,,Servicios,,,,"audit,taxes, legal services, consulting, outsourcing, staff recruitment, international trade and enterprise risk managment",Auditing & Consulting Firm,,,,https://www.facebook.com/deloittegt/?ref=br_rs,,,https://www.deloitt.com/gt,2700828-2,,GB,,,,Guatemala,Guatemala,"5a. Avenida 5-55 Zona 14, Europlaza Torre IV, Nivel 8, Ciudad, Guatemala",,,,gtmarketing@deloitte.com,,23846500,,,,,,,,de 251 a 500,350,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,08/12/2004,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Delta Air Lines, Inc.","DELTA AIR LINES, INC.","DELTA AIR LINES, INC.",1148,Empresa,ES,1,,17/06/1929,,,,,Servicios,,"DELTA AIR LINES, INC.",,airlines,Airlines/Air Cargo,,,,https://www.facebook.com/delta,@DELTA,,https://www.delta.com,1251587-6,,US,,,,Guatemala,Guatemala,"18 Calle Boulevard Los Próceres 24-69, Zona 10, Zona Pradera Torre I, Nivel 3 Oficina 305, Ciudad, G",,,,info@delta.com,,22055009,,,,,,,,de 26 a 100,35,,,,,"Más de USD$5,000,001",0,,,,,"Delta Air Lines, Inc.; ",1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,14/11/2011,01/01/1800,,,,,,,,"Requena, Annemarie",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Denimville, S.A",DENIMVILLE,"DENIMATRIX, S.A.",1022,Empresa,ES,1,,01/01/1953,,,,,Industria,,,pantalones de lona,,Textile Manufacturers,,,https://www.linkedin.com/company/5369Socio3/,https://www.facebook.com/pages/Denimatrix/112886235476399,https://twitter.com/ADenimatrix,,https://www.denimville.com,9326943-9,,US,,,,Guatemala,Guatemala,"37 Avenida. 3-13 Zona 7, Colonia El Rodeo, Ciudad, Guatemala",,,,info@denimville.com,,24706900,,,,,,,,más de 1000,1330,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,02/10/2009,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Comidas Especializadas y Servicios de Guatemala S. de R.L,DENNYS,DENNYS,1534,Empresa,ES,1,,17/11/1800,,,,,Servicios,,,,restaurante,Restaurants/Fast Food/Delivery,,,-,https://www.facebook.com/dennysguatemala/,@dennysguatemala,,https://www.dennys.gt,77175808,,GT,,,,Guatemala,Guatemala,"Boulevard Liberación 6-55 Zona 9, Centro Comercial Paseo Liberación Local 14, Ciudad, Guatemala",,,,gmartinez@grupocomidas.hn,,22925151,,,,,,,,de 101 a 250,200,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,10/01/2018,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Dentons Muñoz Guatemala, S.A",DENTONS MUÑOZ,DENTONS MUÑOZ GUATEMALA,1544,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,,servicios legales,Attorney and legal consultants/Law Firm,,,,https://www.facebook.com/DentonsMunoz/,Dentons Muñoz,,https://www.dentonsmunoz.com,9606633-4,,GT,,,,Guatemala,Guatemala,"3a. Avenida 13-78, zona 10, Edificio Torre Citi, Nivel 11, Oficina 1102",,,,andres.alonso@dentons.com,,25059651,,,,,,,,,8,,,,,"USD$101,000 - 1,200,000",,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,01/01/1800,01/01/1800,,,,,,,,"Requena, Annemarie",Multinacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Desarrollo de Segmentos, S.A",DESEGA/NEUMANN TECH,DESEGA/NEUMANN TECH,1398,Empresa,ES,1,,01/01/1800,,,,,Industria,,,"cables, instalaciones industriales, equipo para construcción subterránea y equipo industrial",,Heavy Machinery/Industrial,,,,,,,https://www.desega.com,8775212-3,,GT,,,,Guatemala,Guatemala,"Km. 23.8 Carretera a Fraijanes, Los Pinos, Bodegas ""A"" y ""B""",,,,info@desega.com,,2309-8699,,,,,,,,,20,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,,,GTQ,,29/04/2015,,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"VSR de Guatemala, S.A",DETEKTOR GUATEMALA,DETEKTOR GUATEMALA,1434,Empresa,ES,1,,13/08/2001,,,,,Comercio,,,"lojack, gps, plus and accessories",,GPS/GIS Equipment and Solutions,,,,https://www.facebook.com/detektorguatemala/,@Detektor_gt,,https://www.detektor.com.gt,2560002-8,,GT,,,,Guatemala,Guatemala,"5a. Avenida 5-55 Zona 14, Edificio Europlaza Torre 3, Nivel 10 Of. 1003 y 1004, Ciudad Guatemala.",,,,info@detektor.com.gt,,25031000,1714,,,,,,,,0,,,,,,,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,17/12/2015,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"DHL, S.A.",DHL EXPRESS GUATEMALA,,115,Empresa,ES,1,,01/07/1982,,,,,Servicios,,,,,,,,,www.facebook.com/dhl,,,www.dhl.com.gt,1252273-2,,US,,,,Guatemala,Guatemala,Avenida Hincapié 25-10 Zona 13,,,,info@dhl.com,,2379-1111,,,,,,,,,164,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,29/11/2004,29/01/2013,,,,,,,,"Ramirez, Mariana",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"Dhl Global Forwarding (Guatemala), S.A.",DHL GLOBAL FORWARDING GUATEMALA,DHL GLOBAL FORWARDING GUATEMALA,4080,Empresa,ES,1,,01/01/1995,,,,,Servicios,,,,Terrestrial and Maritime Transportation,Terrestral and Maritime Transportation,,,,DHL Global Forwarding Guatemala,@DHLGuatemala,,https://www.dhl.com,1277571-1,,DE,,,,Guatemala,Guatemala,"46 Calle 24-30 Zona 12, Ciudad, Guatemala",,,,soluciones.logisticas@dhl.com,,23901100,24408440,,,,,,,de 101 a 250,250,250,,,,"Más de USD$5,000,001",,,,,,,1,,Corporativa,,,GTQ,"Firma:                                           Enrique Rivera

Cargo:                                          Gerente General

Motivo:                                         No indica

Código:                                        4080

Membresía:                                Corporativa Anual

Ejecutiva del socio:                   Celina Valdez

Comportamiento de Pago:      Regular",15/05/2013,18/03/2019,Otros,,,,,,,"Ramirez, Mariana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Didactics, S.A",DIDACTICS,DIDACTICS,1510,Empresa,ES,0,,01/12/2009,,,,,Comercio,,,,,Education Services,,,Didactics Centroamerica,https://www.facebook.com/DidacticsCA/,didacticsca,,https://www.didacticsca.com,9032132-4,,GP,,,,Guatemala,Guatemala,"5a. Avenida 15-45 zona 10, Edificio Centro Empresarial Torre II Of. 808-9",,,,info@didacticsca.com,,23341616,,,,,,,,de 1 a 25,4,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,12/05/2017,01/01/1800,,,,,,,,"Ramírez,Mariana",sin definir,Pequeña,"País:United States |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
